Parcel Number,Property Status,Inventory Type
0081R00157000000,Hold for Study,Hold For Study
0056F00300000000,Hold for Study,Hold For Study
0029B00133000000,Hold for Study,Hold For Study
0029B00134000000,Hold for Study,Hold For Study
0045J00079000002,Hold for Study,Hold For Study
0084J00148000001,Hold for Study,Hold For Study
0033S00140000000,Hold for Study,Hold For Study
0033S00177000000,Hold for Study,Hold For Study
0116R00078000000,Hold for Study,Hold For Study
0026C00206000000,Hold for Study,Hold For Study
0008F00133000000,Hold for Study,Hold For Study
0008F00146000000,Hold for Study,Hold For Study
0092H00023000000,Hold for Study,Hold For Study
0022D00380000000,Hold for Study,Hold For Study
0022D00379000000,Hold for Study,Hold For Study
0022D00376000000,Hold for Study,Hold For Study
0022D00248000000,Hold for Study,Hold For Study
0022D00249000000,Hold for Study,Hold For Study
0024B00341000000,Hold for Study,Hold For Study
0023D00267000000,Hold for Study,Hold For Study
0134E00348000000,Hold for Study,Hold For Study
0075B00169000000,Hold for Study,Hold For Study
0075B00167000000,Hold for Study,Hold For Study
0075B00166000000,Hold for Study,Hold For Study
0054K00249000000,Hold for Study,Hold For Study
0054K00248000000,Hold for Study,Hold For Study
0138A00244000000,Hold for Study,Hold For Study
0139A00050000000,Hold for Study,Hold For Study
0048J00326000000,Hold for Study,Hold For Study
0048J00325000000,Hold for Study,Hold For Study
0048J00324000000,Hold for Study,Hold For Study
0048J00323000000,Hold for Study,Hold For Study
0024B00316000000,Hold for Study,Hold For Study
0048J00292000000,Hold for Study,Hold For Study
0022B00025000000,Hold for Study,Hold For Study
0022B00021000000,Hold for Study,Hold For Study
0004H00217000000,Hold for Study,Hold For Study
0035G00053000000,Hold for Study,Hold For Study
0035F00276000000,Hold for Study,Hold For Study
0013H00031000000,Hold for Study,Hold For Study
0011L00099000000,Hold for Study,Hold For Study
0026J00194000000,Hold for Study,Hold For Study
0013C00267000000,Hold for Study,Hold For Study
0004N00190000000,Hold for Study,Hold For Study
0173G00151000000,Hold for Study,Hold For Study
0173G00120000000,Hold for Study,Hold For Study
0011L00113000000,Hold for Study,Hold For Study
0083M00318000000,Hold for Study,Hold For Study
0083D00038000000,Hold for Study,Hold For Study
0004L00230000000,Hold for Study,Hold For Study
0022A00195000000,Hold for Study,Hold For Study
0023G00093000000,Hold for Study,Hold For Study
0023B00240000000,Hold for Study,Hold For Study
0077J00018000000,Hold for Study,Hold For Study
0075B00147000000,Hold for Study,Hold For Study
0090S00233000000,Hold for Study,Hold For Study
0022A00230000000,Hold for Study,Hold For Study
0022A00225000000,Hold for Study,Hold For Study
0022A00217000000,Hold for Study,Hold For Study
0047P00263000000,Hold for Study,Hold For Study
0055M00305000000,Hold for Study,Hold For Study
0022A00164000000,Hold for Study,Hold For Study
0077J00022000000,Hold for Study,Hold For Study
0077J00020000000,Hold for Study,Hold For Study
0077J00016000000,Hold for Study,Hold For Study
0076A00132000000,Hold for Study,Hold For Study
0096L00097000000,Hold for Study,Hold For Study
0029G00093000000,Hold for Study,Hold For Study
0029B00169000000,Hold for Study,Hold For Study
0002S00060000000,Hold for Study,Hold For Study
0002R00200000000,Hold for Study,Hold For Study
0047K00177000000,Hold for Study,Hold For Study
0046S00015000000,Hold for Study,Hold For Study
0023F00041000000,Hold for Study,Hold For Study
0023B00166000000,Hold for Study,Hold For Study
0007P00200000000,Hold for Study,Hold For Study
0007N00042000000,Hold for Study,Hold For Study
0077S00024000000,Hold for Study,Hold For Study
0077S00023000000,Hold for Study,Hold For Study
0075C00165000000,Hold for Study,Hold For Study
0039E00020000000,Hold for Study,Hold For Study
0007A00195000000,Hold for Study,Hold For Study
0007G00151000000,Hold for Study,Hold For Study
0002P00050000000,Hold for Study,Hold For Study
0077J00019000000,Hold for Study,Hold For Study
0173G00147000000,Hold for Study,Hold For Study
0173G00145000000,Hold for Study,Hold For Study
0173G00144000000,Hold for Study,Hold For Study
0173G00143000000,Hold for Study,Hold For Study
0173G00134000000,Hold for Study,Hold For Study
0173G00133000000,Hold for Study,Hold For Study
0173G00111000000,Hold for Study,Hold For Study
0173G00109000000,Hold for Study,Hold For Study
0011L00098000000,Hold for Study,Hold For Study
0028N00282000000,Hold for Study,Hold For Study
0028N00278000000,Hold for Study,Hold For Study
0028N00303000000,Hold for Study,Hold For Study
0028N00285000000,Hold for Study,Hold For Study
0047K00001000000,Hold for Study,Hold For Study
0007N00041000000,Hold for Study,Hold For Study
0006F00048000000,Hold for Study,Hold For Study
0022B00016000000,Hold for Study,Hold For Study
0047G00133000000,Hold for Study,Hold For Study
0045F00262000000,Hold for Study,Hold For Study
0126D00032000000,Hold for Study,Hold For Study
0126B00217000000,Hold for Study,Hold For Study
0087S00064000000,Hold for Study,Hold For Study
0087B00096000000,Hold for Study,Hold For Study
0086L00060000000,Hold for Study,Hold For Study
0085P00197000000,Hold for Study,Hold For Study
0085P00171000000,Hold for Study,Hold For Study
0085K00296000000,Hold for Study,Hold For Study
0024E00208000000,Hold for Study,Hold For Study
0115P00230000000,Hold for Study,Hold For Study
0091N00056000000,Hold for Study,Hold For Study
0139M00215000000,Hold for Study,Hold For Study
0047R00020000000,Hold for Study,Hold For Study
0046J00205000000,Hold for Study,Hold For Study
0046E00006000000,Hold for Study,Hold For Study
0046E00002000000,Hold for Study,Hold For Study
0046E00001000000,Hold for Study,Hold For Study
0024E00231000000,Hold for Study,Hold For Study
0024E00230000000,Hold for Study,Hold For Study
0024B00212000000,Hold for Study,Hold For Study
0024A00152000000,Hold for Study,Hold For Study
0024A00146000000,Hold for Study,Hold For Study
0024A00144000000,Hold for Study,Hold For Study
0006G00240000000,Hold for Study,Hold For Study
0006G00001000000,Hold for Study,Hold For Study
0045F00246000000,Hold for Study,Hold For Study
0015R00037000000,Hold for Study,Hold For Study
0087J00110000000,Hold for Study,Hold For Study
0062H00282000000,Hold for Study,Hold For Study
0022B00027000000,Hold for Study,Hold For Study
0040S00180000000,Hold for Study,Hold For Study
0040S00179000000,Hold for Study,Hold For Study
0040S00178000000,Hold for Study,Hold For Study
0040S00177000000,Hold for Study,Hold For Study
0062A00053000000,Hold for Study,Hold For Study
0045K00115000000,Hold for Study,Hold For Study
0047K00198000000,Hold for Study,Hold For Study
0047K00196000000,Hold for Study,Hold For Study
0047K00195000000,Hold for Study,Hold For Study
0047K00193000000,Hold for Study,Hold For Study
0009M00134000000,Hold for Study,Hold For Study
0010D00172000000,Hold for Study,URA Transfer
0010F00012000000,Hold for Study,URA Transfer
0010F00012000A00,Hold for Study,URA Transfer
0010F00027000000,Hold for Study,URA Transfer
0010F00138000A00,Hold for Study,URA Transfer
0010F00148000A00,Hold for Study,URA Transfer
0010F00151000000,Hold for Study,URA Transfer
0010F00153000000,Hold for Study,URA Transfer
0010F00154000000,Hold for Study,URA Transfer
0010F00156000000,Hold for Study,URA Transfer
0010F00159000000,Hold for Study,URA Transfer
0010F00162000000,Hold for Study,URA Transfer
0010F00163000000,Hold for Study,URA Transfer
0010F00165000000,Hold for Study,URA Transfer
0010F00181000000,Hold for Study,URA Transfer
0010G00011000000,Hold for Study,URA Transfer
0010G00015000000,Hold for Study,URA Transfer
0010G00036000000,Hold for Study,URA Transfer
0010G00044000000,Hold for Study,URA Transfer
0010G00049000000,Hold for Study,URA Transfer
0010G00155000000,Hold for Study,URA Transfer
0010G00156000000,Hold for Study,URA Transfer
0010G00157000000,Hold for Study,URA Transfer
0010G00158000000,Hold for Study,URA Transfer
0010H00058000000,Hold for Study,URA Transfer
0010H00254000000,Hold for Study,URA Transfer
0010H00261000000,Hold for Study,URA Transfer
0010H00266000000,Hold for Study,URA Transfer
0010K00023000000,Hold for Study,URA Transfer
0010K00080000000,Hold for Study,URA Transfer
0010K00084000000,Hold for Study,URA Transfer
0010K00140000000,Hold for Study,URA Transfer
0010K00177000000,Hold for Study,URA Transfer
0010K00192000000,Hold for Study,URA Transfer
0010K00201000000,Hold for Study,URA Transfer
0010K00202000000,Hold for Study,URA Transfer
0010K00208000A00,Hold for Study,URA Transfer
0010K00209000000,Hold for Study,URA Transfer
0010K00212000000,Hold for Study,URA Transfer
0010K00213000000,Hold for Study,URA Transfer
0010K00215000000,Hold for Study,URA Transfer
0010K00308000A00,Hold for Study,URA Transfer
0010K00339000000,Hold for Study,URA Transfer
0010K00340000000,Hold for Study,URA Transfer
0010K00341000000,Hold for Study,URA Transfer
0010K00343000000,Hold for Study,URA Transfer
0010K00346000000,Hold for Study,URA Transfer
0010K00348000000,Hold for Study,URA Transfer
0010K00356000000,Hold for Study,URA Transfer
0010K00358000000,Hold for Study,URA Transfer
0010K00368000000,Hold for Study,URA Transfer
0010K00371000000,Hold for Study,URA Transfer
0010L00025000000,Hold for Study,URA Transfer
0010L00026000A00,Hold for Study,URA Transfer
0010L00026000B00,Hold for Study,URA Transfer
0010L00031000000,Hold for Study,URA Transfer
0010L00111000000,Hold for Study,URA Transfer
0010L00123000000,Hold for Study,URA Transfer
0010L00131000000,Hold for Study,URA Transfer
0010L00132000000,Hold for Study,URA Transfer
0010L00133000000,Hold for Study,URA Transfer
0010L00138000000,Hold for Study,URA Transfer
0010L00250000000,Hold for Study,URA Transfer
0010L00291000000,Hold for Study,URA Transfer
0010L00323000000,Hold for Study,URA Transfer
0010M00103000000,Hold for Study,URA Transfer
0010M00104000000,Hold for Study,URA Transfer
0010M00105000000,Hold for Study,URA Transfer
0010M00115000000,Hold for Study,URA Transfer
0010M00125000000,Hold for Study,URA Transfer
0010M00126000000,Hold for Study,URA Transfer
0010M00130000000,Hold for Study,URA Transfer
0010M00261000000,Hold for Study,Hold For Study
0010N00161000000,Hold for Study,URA Transfer
0010N00167000000,Hold for Study,URA Transfer
0010P00211000000,Hold for Study,URA Transfer
0010P00212000000,Hold for Study,URA Transfer
0010P00213000000,Hold for Study,URA Transfer
0010P00214000000,Hold for Study,URA Transfer
0010P00215000000,Hold for Study,URA Transfer
0010P00217000000,Hold for Study,URA Transfer
0010P00223000000,Hold for Study,URA Transfer
0010P00224000000,Hold for Study,URA Transfer
0010P00225000000,Hold for Study,URA Transfer
0010P00227000000,Hold for Study,URA Transfer
0010P00231000000,Hold for Study,URA Transfer
0010P00234000000,Hold for Study,URA Transfer
0010P00236000000,Hold for Study,URA Transfer
0010P00241000000,Hold for Study,URA Transfer
0010R00025000000,Hold for Study,Hold For Study
0010R00026000A00,Hold for Study,Hold For Study
0010R00050000000,Hold for Study,Hold For Study
0010R00058000000,Hold for Study,Hold For Study
0010R00070000000,Hold for Study,URA Transfer
0010R00071000A00,Hold for Study,URA Transfer
0010R00072000000,Hold for Study,URA Transfer
0010R00073000000,Hold for Study,URA Transfer
0010R00075000000,Hold for Study,URA Transfer
0010R00075000C00,Hold for Study,URA Transfer
0010R00076000000,Hold for Study,URA Transfer
0010R00078000000,Hold for Study,URA Transfer
0010R00079000000,Hold for Study,URA Transfer
0010R00080000000,Hold for Study,URA Transfer
0010R00081000000,Hold for Study,URA Transfer
0010R00082000000,Hold for Study,URA Transfer
0010R00083000000,Hold for Study,URA Transfer
0010R00114000000,Hold for Study,URA Transfer
0010R00120000000,Hold for Study,URA Transfer
0010R00135000000,Hold for Study,URA Transfer
0010R00144000000,Hold for Study,URA Transfer
0011D00001000000,Hold for Study,Hold For Study
0011D00002000000,Hold for Study,Hold For Study
0011D00003000000,Hold for Study,Hold For Study
0011D00004000000,Hold for Study,Hold For Study
0011D00113000000,Hold for Study,Hold For Study
0011E00155000000,Hold for Study,Hold For Study
0011E00236000000,Hold for Study,Hold For Study
0011E00237000000,Hold for Study,Hold For Study
0011E00238000000,Hold for Study,Hold For Study
0011E00239000000,Hold for Study,Hold For Study
0011E00243000000,Hold for Study,Hold For Study
0011E00244000000,Hold for Study,Hold For Study
0011F00011000000,Hold for Study,Hold For Study
0011F00012000000,Hold for Study,Hold For Study
0011F00165000000,Hold for Study,Hold For Study
0011F00172000000,Hold for Study,Hold For Study
0011F00174000000,Hold for Study,Hold For Study
0011F00175000000,Hold for Study,Hold For Study
0011G00068000A00,Hold for Study,Hold For Study
0011G00069000000,Hold for Study,Hold For Study
0011G00070000000,Hold for Study,Hold For Study
0011G00092000000,Hold for Study,Hold For Study
0011G00098000002,Hold for Study,Hold For Study
0011G00101000000,Hold for Study,Hold For Study
0011G00115000000,Hold for Study,Hold For Study
0011G00129000000,Hold for Study,Hold For Study
0011G00132000000,Hold for Study,Hold For Study
0011G00135000000,Hold for Study,Hold For Study
0011G00136000000,Hold for Study,Hold For Study
0011G00137000000,Hold for Study,Hold For Study
0011G00142000000,Hold for Study,Hold For Study
0011G00158000000,Hold for Study,Hold For Study
0011G00159000000,Hold for Study,Hold For Study
0011G00165000000,Hold for Study,Hold For Study
0011G00168000000,Hold for Study,Hold For Study
0011J00266000000,Hold for Study,Hold For Study
0011L00040000000,Hold for Study,Hold For Study
0011L00049000000,Hold for Study,Hold For Study
0011L00050000000,Hold for Study,Hold For Study
0011L00051000000,Hold for Study,Hold For Study
0011L00052000000,Hold for Study,Hold For Study
0011L00053000000,Hold for Study,Hold For Study
0011L00063000000,Hold for Study,Hold For Study
0011M00025000000,Hold for Study,Hold For Study
0011M00030000000,Hold for Study,Hold For Study
0011M00210000000,Hold for Study,Hold For Study
